Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон,Веб-сайт,ВКонтакте,Широта,Долгота,2GIS URL,Тип;;;;;;;;;;;
"Школа Вендинг,,Кондитерские изделия,""улица Мира, 14"",,629700,,,,Ямальский район,Ямало-Ненецкий автономный округ,Россия,,+05:00,,,,,,66.861037,70.846132,https://2gis.com/firm/70000001076120065,branch";;;;;;;;;;;
"Ямальская школа-интернат им. Василия Давыдова,,Школы-интернаты,""улица Мира, 14"",,629700,,,,Ямальский район,Ямало-Ненецкий автономный округ,Россия,,+05:00,,,83499630064,http://yamalskaya.yanao.ru,,66.861037,70.846133,https://2gis.com/firm/70000001068740324,branch";;;;;;;;;;;
Магазин,ИП Гридина В.Ю.,Посуда;; Домашний текстиль; Керамические изделия; Мебель для кухни;" Мягкая мебель,""улица Мира, 34а"",,629700,,,,Ямальский район,Ямало-Ненецкий автономный округ,Россия,,+05:00,,,,,66.864428,70.841772,https://2gis.com/firm/70000001061826318,branch";;;;;;
Быстрые Запчасти,магазин,Запчасти для отечественных автомобилей;; Запчасти для грузовых автомобилей; Запчасти для иномарок; Автохимия;" Автоаксессуары,""улица Мира, 29"",,629700,,,,Ямальский район,Ямало-Ненецкий автономный округ,Россия,,+05:00,,,,,66.865397,70.839465,https://2gis.com/firm/70000001075833778,branch";;;;;;
Теремок,магазин,Женская одежда;; Мужская одежда;" Детская одежда,""улица Худи Сэроко, 47Б"",,629700,,,,Ямальский район,Ямало-Ненецкий автономный округ,Россия,,+05:00,,,,,66.865419,70.832214,https://2gis.com/firm/70000001076123607,branch";;;;;;;;
Магазин,,Декоративные отделочные элементы и материалы;; Домашний текстиль; Хозтовары; Посуда;" Бытовая химия,""улица Фёдорова, 28"",,629700,,,,Ямальский район,Ямало-Ненецкий автономный округ,Россия,,+05:00,,,,,66.865166,70.830819,https://2gis.com/firm/70000001062303315,branch";;;;;;
"Ясавэй,,Продуктовые магазины,""Советская улица, 67а"",,629700,,,,Ямальский район,Ямало-Ненецкий автономный округ,Россия,Пн: 10:00-20:00";; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,5.0,1,89026282904,https://vk.com/yarsaleopt,66.87055,70.838709,https://2gis.com/firm/70000001079989439,branch;;;;
Жанна,магазин,Женская одежда;; Мужская одежда; Детская одежда; Верхняя одежда;" Джинсовая одежда,""улица Мира, 13"",,629700,,,,Ямальский район,Ямало-Ненецкий автономный округ,Россия,,+05:00,,,,,66.861783,70.842804,https://2gis.com/firm/70000001062304561,branch";;;;;;
Зимовье,магазин,Мясо / Полуфабрикаты;; Овощи / Фрукты; Кондитерские изделия;" Колбасные изделия,""улица Кугаевского, 6а"",,629700,,,,Ямальский район,Ямало-Ненецкий автономный округ,Россия,,+05:00,,,,,66.866127,70.829372,https://2gis.com/firm/70000001061857016,branch";;;;;;;
Первый,магазин,Посуда;; Ткани; Хозтовары;" Бытовая химия,""Советская улица, 14"",,629700,,,,Ямальский район,Ямало-Ненецкий автономный округ,Россия,,+05:00,,,,,66.861381,70.842302,https://2gis.com/firm/70000001061985644,branch";;;;;;;
Вятка-Транс,магазин,Алкогольные напитки;;" Разливное пиво,""Советская улица, 14"",,629700,,,,Ямальский район,Ямало-Ненецкий автономный округ,Россия,,+05:00,,,,,66.861381,70.842302,https://2gis.com/firm/70000001075823935,branch";;;;;;;;;
"Магазин,,Косметика и парфюмерия,""Советская улица, 14"",,629700,,,,Ямальский район,Ямало-Ненецкий автономный округ,Россия,,+05:00,,,,,66.861381,70.842302,https://2gis.com/firm/70000001075954101,branch";;;;;;;;;;;
ФАКТОРИЯ ПЛЮС,магазин,Женская одежда;; Мужская одежда;" Детская одежда,""улица Мира, 11"",,629700,,,,Ямальский район,Ямало-Ненецкий автономный округ,Россия,,+05:00,,,,,66.861435,70.842925,https://2gis.com/firm/70000001045135952,branch";;;;;;;;
Ямальские олени,магазин,Продуктовые магазины,,,629700,,,,Ямальский район,Ямало-Ненецкий автономный округ,Россия,,+05:00,,,,,66.87288,70.837392,https://2gis.com/firm/70000001052262316,branch;;;;;;;;;;;
"Надежда,продуктовый магазин,Продуктовые магазины,""улица Мира, 10"",,629700,,,,Ямальский район,Ямало-Ненецкий автономный округ,Россия,,+05:00,,,,,66.859454,70.845704,https://2gis.com/firm/70000001075820757,branch";;;;;;;;;;;
Магазин,,Мясо / Полуфабрикаты;; Овощи / Фрукты; Кондитерские изделия;" Колбасные изделия,""улица Фёдорова, 2"",,629700,,,,Ямальский район,Ямало-Ненецкий автономный округ,Россия,,+05:00,,,,,66.860448,70.838447,https://2gis.com/firm/70000001061872301,branch";;;;;;;
Позитифф Федорова,магазин,Алкогольные напитки;;" Разливное пиво,""улица Фёдорова, 2"",,629700,,,,Ямальский район,Ямало-Ненецкий автономный округ,Россия,,+05:00,,,,,66.860448,70.838447,https://2gis.com/firm/70000001076191236,branch";;;;;;;;;
Магазин,,Мясо / Полуфабрикаты;; Овощи / Фрукты; Кондитерские изделия;" Колбасные изделия,""улица Мира, 2е"",,629700,,,,Ямальский район,Ямало-Ненецкий автономный округ,Россия,,+05:00,,,,,66.857341,70.847809,https://2gis.com/firm/70000001062110193,branch";;;;;;;
Вятка-Транс,магазин,Табачные изделия / Товары для курения;;" Электронные сигареты,""улица Мира, 2е"",,629700,,,,Ямальский район,Ямало-Ненецкий автономный округ,Россия,,+05:00,,,,,66.857341,70.847809,https://2gis.com/firm/70000001075817297,branch";;;;;;;;;
Магазин суши,,Быстрое питание;;" Суши-бары,""Молодёжная улица, 9Б"",,629700,,,,Ямальский район,Ямало-Ненецкий автономный округ,Россия,,+05:00,,,,,66.869129,70.838938,https://2gis.com/firm/70000001076024741,branch";;;;;;;;;
"Магазин цветов,,Цветы,""улица Фёдорова, 6"",,629700,,,,Ямальский район,Ямало-Ненецкий автономный округ,Россия,,+05:00,,,,,66.861077,70.836958,https://2gis.com/firm/70000001062332372,branch";;;;;;;;;;;
Магазин автозапчастей,ИП Мурулькин В.Е.,Запчасти для грузовых автомобилей;; Запчасти для иномарок; Запчасти для отечественных автомобилей; Автоаксессуары;" Автохимия,""улица Фёдорова, 29а"",,629700,,,,Ямальский район,Ямало-Ненецкий автономный округ,Россия,,+05:00,5.0,1,,,66.863948,70.831034,https://2gis.com/firm/70000001061936381,branch";;;;;;
Магазин канцтоваров,,Канцтовары;; Копировальные услуги; Оперативная полиграфия; Товары для творчества;" Полиграфия,""улица Худи Сэроко, 16"",,629700,,,,Ямальский район,Ямало-Ненецкий автономный округ,Россия,,+05:00,,,,,66.861818,70.838585,https://2gis.com/firm/70000001062007522,branch";;;;;;
Алмаз,продуктовый магазин,Мясо / Полуфабрикаты;; Овощи / Фрукты; Кондитерские изделия;" Колбасные изделия,""улица Мира, 13"",,629700,,,,Ямальский район,Ямало-Ненецкий автономный округ,Россия,,+05:00,,,,,66.861783,70.842804,https://2gis.com/firm/70000001062310803,branch";;;;;;;
Шанс,магазин товаров для дома,Декоративные отделочные элементы и материалы;; Домашний текстиль; Хозтовары; Посуда;" Бытовая химия,""улица Мира, 20"",,629700,,,,Ямальский район,Ямало-Ненецкий автономный округ,Россия,,+05:00,,,,,66.861708,70.844022,https://2gis.com/firm/70000001062303960,branch";;;;;;
Позитив,магазин товаров для дома,Декоративные отделочные элементы и материалы;; Домашний текстиль; Хозтовары; Посуда;" Бытовая химия,""улица Фёдорова, 2"",,629700,,,,Ямальский район,Ямало-Ненецкий автономный округ,Россия,,+05:00,,,,,66.860448,70.838447,https://2gis.com/firm/70000001062303757,branch";;;;;;
"Аптека,,Аптеки,""улица Худи Сэроко, 29а"",,629700,,,,Ямальский район,Ямало-Ненецкий автономный округ,Россия,,+05:00,,,,66.861885,70.836367,https://2gis.com/firm/70000001075942242,branch";;;;;;;;;;;
"Ямальская Фармация,аптека,Аптеки,""Советская улица, 31"",,629700,,,,Ямальский район,Ямало-Ненецкий автономный округ,Россия,Пн: 08:00-21:00";; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 08:00-17:00,+05:00,5.0,1,83499630079,66.863571,70.838575,https://2gis.com/firm/70000001079987315,branch;;;;;
"Поликлиника,,Взрослые поликлиники,""улица Худи Сэроко, 21"",,629700,,,,Ямальский район,Ямало-Ненецкий автономный округ,Россия,,+05:00,,,83499630036,http://ycrb.yanao.ru,https://vk.com/yarsale_bolnica,66.859688,70.840033,https://2gis.com/firm/70000001080058807,branch";;;;;;;;;;;
"Плюшкин,,Кафе,""Советская улица, 19"",,629700,,,,Ямальский район,Ямало-Ненецкий автономный округ,Россия,Пн: 08:00-22:00";; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+05:00,3.0,2,66.861374,70.841106,https://2gis.com/firm/70000001055502579,branch;;;;
СберБанк,Банки;; Операции на фондовом рынке; Электронные подписи; Ипотечные кредиты; Обмен валюты;" Регистрация / ликвидация предприятий,""Советская улица, 14а"",,629700,,,,Ямальский район,Ямало-Ненецкий автономный округ,Россия";; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00 (Регистрация бизнеса и открытие счета ЮЛ/ИП: пн-пт 09:00-17:00;" Обслуживание ЮЛ/ИП: пн-пт 09:00-17:00), (единая справочная - круглосуточно),""900 (для абонентов МТС, Билайн, Мегафон - круглосуточно)"",84955005550 (единая справочная - круглосуточно),https://twitter.com/sberbank,https://vk.com/sberbank,https://t.me/sberbank,https://youtube.com/user/Sberbank,66.861684,70.84207"
"Сбербанк,банкомат,Банкоматы,""Советская улица, 14а"",Отделение Сбера,629700,,,,Ямальский район,Ямало-Ненецкий автономный округ,Россия,Пн: 06:00-23:00";; Вт: 06:00-23:00; Ср: 06:00-23:00; Чт: 06:00-23:00; Пт: 06:00-23:00; Сб: 06:00-23:00; Вс: 06:00-23:00,+05:00,,,,,,https://twitter.com/sberbank,https://vk.com/sberbank,https://t.me/sberbank,https://youtube.com/user/Sberbank,66.861684,70.84207,https://2gis.com/firm/70000001029909647,branch;;;;
Карамель,салон красоты,Парикмахерские;; Ногтевые студии; Оформление бровей и ресниц; Косметолог;" Эпиляция,""улица Мира, 33"",Ямальский район,Ямало-Ненецкий автономный округ,Россия,,+05:00,,,,,,,66.866275,70.838757,https://2gis.com/firm/70000001062320421,branch";;;;;;
Северное сияние,мебельный салон,Мебельные магазины;; Мягкая мебель;" Офисная мебель,""улица Мира, 34а"",Ямальский район,Ямало-Ненецкий автономный округ,Россия,,+05:00,,,89088608926,,,,66.864428,70.841772,https://2gis.com/firm/70000001093073560,branch";;;;;;;;
Мотив,салон связи,Мобильные телефоны;; Мобильные операторы; Аксессуары к телефонам; Антенны;" Охранные системы,""улица Мира, 22"",Ямальский район,Ямало-Ненецкий автономный округ,Россия,Пн: 09:00-17:00"; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00; Сб: 09:00-17:00,+05:00,5.0,1,,http://motivtelecom.ru,https://vk.com/motiv4g,https://t.me/motivchat_bot,66.862161,70.844487,https://2gis.com/firm/70000001075584113,branch;
"Почта России, АО,,Почта,""Советская улица, 19"",,629700,,,,Ямальский район,Ямало-Ненецкий автономный округ,Россия,""Пн: 09:00-14:00, 15:00-19:00";; Вт: 09:00-14:00, 15:00-19:00;; Чт: 09:00-14:00, 15:00-19:00; Пт: 09:00-14:00, 15:00-19:00;" Сб: 09:00-16:00"",+05:00,2.3,3,88001000000,http://pochta.ru,66.861374,70.841106,https://2gis.com/firm/70000001050987792,branch";;;;;
"Департамент социальной защиты населения Администрации Ямальского района,,Администрации районов / округов региональной власти,""Советская улица, 8"",Ямальский район,Ямало-Ненецкий автономный округ,Россия,""Пн: 08:30-12:30, 14:00-18:00";; Вт: 08:30-12:30, 14:00-18:00; Ср: 08:30-12:30, 14:00-18:00; Чт: 08:30-12:30, 14:00-18:00;" Пт: 08:30-12:30, 14:00-18:00"",+05:00,,,83499630636,,,http://depsocyamalsky.yanao.ru,http://t.me/dszn_yamalskiy,https://vk.com/dszn_yamal,66.859897,70.843701,https://2gis.com/firm/70000001079987057,branch";;;;;;
"Департамент финансов Администрации Ямальского района,,Администрации районов / округов региональной власти,""улица Мира, 12"",2 этаж,Ямальский район,Ямало-Ненецкий автономный округ,Россия,""Пн: 08:30-12:30, 14:00-18:00";; Вт: 08:30-12:30, 14:00-18:00; Ср: 08:30-12:30, 14:00-18:00; Чт: 08:30-12:30, 14:00-18:00; Пт: 08:30-12:30, 14:00-18:00;" Сб: 08:30-12:30, 14:00-18:00"",+05:00,,,83499630672,,,http://yam.yanao.ru/activity/27425,,https://vk.com/yamfin,66.860267,70.845633,https://2gis.com/firm/70000001079987036,branch";;;;;
"Администрация Ямальскго района,,Администрации районов / округов региональной власти,""улица Мира, 12"",1 этаж,Ямальский район,Ямало-Ненецкий автономный округ,Россия,""Пн: 08:30-12:30, 14:00-18:00";; Вт: 08:30-12:30, 14:00-18:00; Ср: 08:30-12:30, 14:00-18:00; Чт: 08:30-12:30, 14:00-18:00;" Пт: 08:30-12:30, 14:00-18:00"",+05:00,,,83499630263 (справочная),,,http://yam.yanao.ru,http://t.me/moi_yamalskiy_raion,https://vk.com/moi_yamalskiy_raion,66.860267,70.845633,https://2gis.com/firm/70000001079987050,branch";;;;;;
"Департамент имущественных отношений Администрации Ямальский район,,Администрации поселений,""улица Мира, 12"",Ямальский район,Ямало-Ненецкий автономный округ,Россия,""Пн: 08:30-12:30, 14:00-18:00";; Вт: 08:30-12:30, 14:00-18:00; Ср: 08:30-12:30, 14:00-18:00; Чт: 08:30-12:30, 14:00-18:00;" Пт: 08:30-12:30, 14:00-18:00"",+05:00,,,83499630692,,,,,,66.860267,70.845633,https://2gis.com/firm/70000001079987086,branch";;;;;;
"Департамент строительства и архитектуры Ямальского района,,Администрация города / городского округа,""улица Мира, 12"",2 этаж,Ямальский район,Ямало-Ненецкий автономный округ,Россия,Пн: 08:30-18:00";; Вт: 08:30-18:00; Ср: 08:30-18:00; Чт: 08:30-18:00; Пт: 08:30-18:00,+05:00,,,83499630564,83499630334 (администрация района),89519824745,,,,66.860267,70.845633,https://2gis.com/firm/70000001079987093,branch;;;;;;
"Управление имущественных отношений Администрации муниципального Ямальский район,,Администрации поселений,""улица Мира, 12"",Ямальский район,Ямало-Ненецкий автономный округ,Россия,""Пн: 08:30-12:30, 14:00-18:00";; Вт: 08:30-12:30, 14:00-18:00; Ср: 08:30-12:30, 14:00-18:00; Чт: 08:30-12:30, 14:00-18:00;" Пт: 08:30-12:30, 14:00-18:00"",+05:00,,,83499630944,,,,,,66.860267,70.845633,https://2gis.com/firm/70000001079987097,branch";;;;;;
"Департамент имущественных отношений,Администрация Ямальского района,Администрации поселений,""улица Мира, 12"",Ямальский район,Ямало-Ненецкий автономный округ,Россия,Пн: 08:30-18:00";; Вт: 08:30-18:00; Ср: 08:30-18:00; Чт: 08:30-18:00; Пт: 08:30-18:00,+05:00,,,83499630975,,,,,https://vk.com/dioyamal,66.860267,70.845633,https://2gis.com/firm/70000001079987100,branch;;;;;;
"Департамент образования Администрации Ямальского района,,Администрации районов / округов региональной власти,""улица Худи Сэроко, 18"",Ямальский район,Ямало-Ненецкий автономный округ,Россия";; Вт: 08:30-12:30, 14:00-17:00; Ср: 08:30-12:30, 14:00-17:00; Чт: 08:30-12:30, 14:00-17:00;" Пт: 08:30-12:30, 14:00-17:00"",+05:00,,,83499630648,83499630811,83499630603,,,https://vk.com/doyamal,66.862285,70.838103,https://2gis.com/firm/70000001079987065,branch";;;;;;
"Управление по делам малочисленных народов Севера,Администрация Ямальского района,Администрации районов / округов региональной власти,""улица Худи Сэроко, 6а"",Ямальский район,Ямало-Ненецкий автономный округ,Россия,""Пн: 08:30-12:30, 14:00-18:00";; Вт: 08:30-12:30, 14:00-18:00; Ср: 08:30-12:30, 14:00-18:00; Чт: 08:30-12:30, 14:00-18:00;" Пт: 08:30-12:30, 14:00-18:00"",+05:00,,,83499631153,,,http://yam.yanao.ru,,https://vk.com/moi_yamalskiy_raion,66.859639,70.841473,https://2gis.com/firm/70000001079987117,branch";;;;;;
"Управление культуры и молодежной политики,,Администрации районов / округов региональной власти,""улица Худи Сэроко, 8"",Ямальский район,Ямало-Ненецкий автономный округ,Россия,""Пн: 08:30-12:30, 14:00-18:00";; Вт: 08:30-12:30, 14:00-18:00; Ср: 08:30-12:30, 14:00-18:00; Чт: 08:30-12:30, 14:00-18:00;" Пт: 08:30-12:30, 14:00-18:00"",+05:00,,,83499630231,,,,,https://vk.com/moi_yamalskiy_raion,66.860129,70.841067,https://2gis.com/firm/70000001079987043,branch";;;;;;
"Управление физической культуры и спорта,Администрация Ямальского района,Администрации районов / округов региональной власти,""улица Мира, 33"",Ямальский район,Ямало-Ненецкий автономный округ,Россия,""Пн: 08:30-12:30, 14:00-18:00";; Вт: 08:30-12:30, 14:00-18:00; Ср: 08:30-12:30, 14:00-18:00; Чт: 08:30-12:30, 14:00-18:00;" Пт: 08:30-12:30, 14:00-18:00"",+05:00,,,83499631216,,,http://yam-sport.yanao.ru,,https://vk.com/club199084414,66.866275,70.838757,https://2gis.com/firm/70000001079987029,branch";;;;;;
"Контрольно-счетная палата Ямальского района,,Администрации районов / округов региональной власти,""улица Мира, 6а"",Ямальский район,Ямало-Ненецкий автономный округ,Россия,""Пн: 08:30-12:30, 14:00-17:00";; Вт: 08:30-12:30, 14:00-17:00; Ср: 08:30-12:30, 14:00-17:00; Чт: 08:30-12:30, 14:00-17:00;" Пт: 08:30-12:30, 14:00-17:00"",+05:00,,,83499630859,,,http://yamalcsp.ru,,,66.858922,70.846687,https://2gis.com/firm/70000001079989159,branch";;;;;;
ИП Сэротэтто А.В.,,Запчасти для иномарок;; Запчасти для грузовых автомобилей;" Автохимия,""Брусничная улица, 3"",Ямальский район,Ямало-Ненецкий автономный округ,Россия,66.868665,70.826649,https://2gis.com/firm/70000001075961246,branch";;;;;;;;
Быстрые Запчасти,магазин,Запчасти для иномарок;; Запчасти для отечественных автомобилей; Запчасти для грузовых автомобилей; Автохимия;" Автоаксессуары,""улица Мира, 29"",Ямальский район,Ямало-Ненецкий автономный округ,Россия,,+05:00,,,66.865397,70.839465,https://2gis.com/firm/70000001075833778,branch";;;;;;
Автоцентр,,Запчасти для иномарок;; Запчасти для грузовых автомобилей; Запчасти для отечественных автомобилей; Автоаксессуары; Легковой автосервис; Ремонт ходовой части автомобиля; Автохимия; Шиномонтаж;" Автомобильные аккумуляторы,""Советская улица, 50Б"",,629700,,,,Ямальский район,Ямало-Ненецкий автономный округ,Россия,,+05:00,,,66.870275,70.831278,https://2gis.com/firm/70000001075955380,branch";;
Магазин автозапчастей,ИП Мурулькин В.Е.,Запчасти для иномарок;; Запчасти для грузовых автомобилей; Запчасти для отечественных автомобилей; Автоаксессуары;" Автохимия,""улица Фёдорова, 29а"",Ямальский район,Ямало-Ненецкий автономный округ,Россия,,+05:00,5.0,1,66.863948,70.831034,https://2gis.com/firm/70000001061936381,branch";;;;;;
Лидер,,Запчасти для иномарок;; Запчасти для грузовых автомобилей; Запчасти для отечественных автомобилей; Автоаксессуары;" Автохимия,""Советская улица, 61/7"",Ямальский район,Ямало-Ненецкий автономный округ,Россия,,+05:00,,,66.869821,70.827422,https://2gis.com/firm/70000001062299897,branch";;;;;;
